Ranking,Titulo,Critica Usuarios,Aprobacion,Cantidad Reviews,Windows,Mac,Linux,Fecha Lanzamiento,Precio Steam,Critica Categorica,Fecha Ingles,Fecha,Accion,Animacion Modelado,Aventura,Carreras,Contenido Sexual,Deportes,Desarrollo Juegos,Desnudos,Diseno Ilustracion,Disparos,Documentales,Edicion Fotografica,Educacion,Estrategia,Formacion Software,Free To Play,Indie,Multijugador Masivo,Primera Persona,Produccion Audio,Publicacion Web,Rol,Sangriento,Simulacion,Tutoriales,Utilidades,Violentos
7454,My Time at Sandrock - Colección estelar 2,Positivas,92,13,1,0,0,23 NOV 2023,$2.99,4,23 NOV 2023,2023-11-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7455,Farming Simulator 22 - ANTONIO CARRARO Pack,Variadas,54,113,1,0,1,22 MAR 2022,$9.99,5,22 MAR 2022,2022-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7456,Call of the Wild: The Angler™ - Mountain Range Pack,Sin Dato,0,0,1,0,0,16 MAY 2024,$2.99,10,16 MAY 2024,2024-05-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7457,Disciples II: Rise of the Elves,Muy positivas,86,1080,1,0,0,6 JUL 2006,$3.59,2,6 JUL 2006,2006-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7458,Guts and Glory,Muy positivas,82,1709,1,1,1,19 JUL 2018,$7.99,2,19 JUL 2018,2018-07-19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
7459,War of Omens Card Game,Muy positivas,86,660,1,0,1,18 FEB 2019,Gratuito,2,18 FEB 2019,2019-02-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7460,SnowRunner - Jeep Dual Pack,Mayormente positivas,77,86,1,0,1,9 SEP 2021,$3.59,3,9 SEP 2021,2021-09-09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7461,Reventure,Extremadamente positivas,95,7389,1,0,0,4 JUN 2019,$4.49,1,4 JUN 2019,2019-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7462,WorkPlaceRhapsody-Beach,Mayormente positivas,76,115,1,0,0,8 ABR 2022,$1.99,3,8 APR 2022,2022-04-08,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
7463,Star of Providence,Extremadamente positivas,97,1743,1,1,0,7 JUN 2017,$7.99,1,7 JUN 2017,2017-06-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7464,Where in the World is Carmen Sandiego?,Mayormente positivas,77,93,1,0,0,31 AGO 2020,$9.99,3,31 AUG 2020,2020-08-31,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7465,911 Operator - Search & Rescue,Muy positivas,83,79,1,0,1,26 JUL 2018,$7.99,2,26 JUL 2018,2018-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
7466,Fight Angel Special Edition,Mayormente positivas,76,1575,1,0,0,20 DIC 2019,$19.99,3,20 DEC 2019,2019-12-20,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7467,BarnFinders: Amerykan Dream,Variadas,55,87,1,0,0,22 JUN 2021,$11.99,5,22 JUN 2021,2021-06-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
7468,Airline Tycoon Deluxe,Muy positivas,83,496,1,1,1,14 NOV 2014,$4.99,2,14 NOV 2014,2014-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7469,Oddworld: New 'n' Tasty,Muy positivas,87,2705,1,1,1,25 FEB 2015,$19.99,2,25 FEB 2015,2015-02-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7470,Fernbus Simulator - Republica checa,Positivas,80,30,1,0,0,7 ABR 2022,$5.79,4,7 APR 2022,2022-04-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7471,Crop Rotation,Muy positivas,94,402,1,1,1,15 SEP 2023,$5.79,2,15 SEP 2023,2023-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7472,Shin Megami Tensei V: Vengeance - Danza mitama de milagros,Sin Dato,0,0,1,0,0,14 JUN 2024,$2.99,10,14 JUN 2024,2024-06-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473,The Art of Riven,Sin Dato,0,0,1,0,1,25 JUN 2024,$7.99,10,25 JUN 2024,2024-06-25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7474,Dark Deception: Monsters & Mortals,Muy positivas,82,2430,1,0,0,2 NOV 2020,$4.99,2,2 NOV 2020,2020-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7475,Let's Build a Zoo: Dinosaur Island,Positivas,88,35,1,0,0,26 MAY 2022,$5.79,4,26 MAY 2022,2022-05-26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7476,甜心AI追捕计划,Muy positivas,88,271,1,0,1,20 MAY 2024,$3.59,2,20 MAY 2024,2024-05-20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
7477,Dark Deception Chapter 4,Mayormente positivas,72,291,1,0,0,28 SEP 2021,$6.99,3,28 SEP 2021,2021-09-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
7478,Dwerve,Mayormente positivas,70,416,1,1,1,31 MAY 2022,$10.49,3,31 MAY 2022,2022-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7479,EBOLA 3,Mayormente positivas,75,272,1,0,0,19 SEP 2022,$10.49,3,19 SEP 2022,2022-09-19,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7480,Shadow Tactics: Aiko's Choice,Muy positivas,93,3360,1,1,0,6 DIC 2021,$9.99,2,6 DEC 2021,2021-12-06,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
7481,Field of Glory II: Medieval - Storm of Arrows,Positivas,10,15,1,0,0,10 FEB 2022,$7.99,4,10 FEB 2022,2022-02-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7482,The Backrooms: Survival,Muy positivas,85,867,1,0,0,15 SEP 2023,$9.99,2,15 SEP 2023,2023-09-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7483,Paradise Marsh,Muy positivas,96,304,1,0,1,13 OCT 2022,$4.99,2,13 OCT 2022,2022-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7484,Rebel Galaxy Outlaw,Variadas,65,750,1,0,0,22 SEP 2020,$29.99,5,22 SEP 2020,2020-09-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7485,Genital Jousting,Muy positivas,92,8283,1,0,1,18 ENE 2018,$3.99,2,18 JAN 2018,2018-01-18,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7486,Candleman: The Complete Journey,Muy positivas,92,987,1,0,1,31 ENE 2018,$7.99,2,31 JAN 2018,2018-01-31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7487,Capes - Supporter Pack,Sin Dato,0,0,1,1,0,29 MAY 2024,$5.99,10,29 MAY 2024,2024-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7488,Warhammer Combat Cards,Variadas,60,463,1,0,0,3 JUN 2021,Gratuito,5,3 JUN 2021,2021-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
7489,Chronicon - Ancient Beasts,Muy positivas,87,138,1,1,0,25 FEB 2022,$3.59,2,25 FEB 2022,2022-02-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7490,Granblue Fantasy: Relink - Paquete de colores 3,Mayormente positivas,73,30,1,0,0,1 FEB 2024,$5.99,3,1 FEB 2024,2024-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7491,Nancy Drew®: Secret of the Old Clock,Muy positivas,90,189,1,0,0,10 OCT 2009,$6.99,2,10 OCT 2009,2009-10-10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7492,Monster Harvest,Variadas,53,412,1,0,0,31 AGO 2021,$19.48,5,31 AUG 2021,2021-08-31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7493,MicroWorks,Muy positivas,81,1060,1,0,0,2 SEP 2022,Gratuito,2,2 SEP 2022,2022-09-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7494,Democracy 4 - Country Pack,Mayormente negativas,31,19,1,0,0,10 OCT 2022,$5.79,6,10 OCT 2022,2022-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7495,Obenseuer,Muy positivas,89,301,1,0,0,11 DIC 2018,$7.99,2,11 DEC 2018,2018-12-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7496,DJMAX RESPECT V - V EXTENSION V PACK,Muy positivas,91,266,1,0,0,7 DIC 2023,$12.49,2,7 DEC 2023,2023-12-07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7497,Night At the Gates of Hell,Muy positivas,90,625,1,0,0,15 SEP 2022,$11.99,2,15 SEP 2022,2022-09-15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7498,Hell Let Loose - Cavalry Coat,Mayormente positivas,77,22,1,0,0,25 MAY 2023,$2.99,3,25 MAY 2023,2023-05-25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
7499,Master Bladesmith,Mayormente positivas,71,405,1,0,0,30 JUN 2024,$29.99,3,30 JUN 2024,2024-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7500,The Sinking City - Investigator Pack,Positivas,90,10,1,0,0,16 SEP 2021,$2.99,4,16 SEP 2021,2021-09-16,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7501,"",Positivas,90,10,1,0,0,"","",4,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7502,Temporada 2 del Pase de la Cancha Central Prémium de TopSpin 2K25,Sin Dato,0,0,1,0,0,20 JUN 2024,$9.99,10,20 JUN 2024,2024-06-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7503,"",Variadas,62,108,1,0,0,"","",5,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7504,Myth of Empires - Musical Instruments Pack,Mayormente positivas,75,37,1,0,0,21 FEB 2024,$4.99,3,21 FEB 2024,2024-02-21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
7505,Dungeons & Dragons: Dark Sun Series,Positivas,85,41,1,0,0,29 MAR 2022,$9.99,4,29 MAR 2022,2022-03-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7506,Restaurant Empire II,Mayormente positivas,78,272,1,0,0,27 MAY 2009,$19.99,3,27 MAY 2009,2009-05-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7507,Morels: The Hunt 2,Positivas,94,34,1,0,0,17 ABR 2024,$10.49,4,17 APR 2024,2024-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7508,Orb of Creation,Muy positivas,91,1130,1,0,0,31 MAR 2022,$4.99,2,31 MAR 2022,2022-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7509,Freddi Fish 3: The Case of the Stolen Conch Shell,Muy positivas,96,256,1,1,1,15 MAY 2014,$6.99,2,15 MAY 2014,2014-05-15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,Revive & Prosper,Positivas,81,43,1,0,0,5 DIC 2023,$10.49,4,5 DEC 2023,2023-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
7511,Resident Evil 4 Original Soundtrack,Mayormente positivas,72,18,0,0,0,21 SEP 2023,$24.99,3,21 SEP 2023,2023-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,Original War,Muy positivas,94,1614,1,0,0,27 ENE 2014,$7.99,2,27 JAN 2014,2014-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7513,You are the Judge!,Mayormente positivas,74,146,1,0,0,2 OCT 2023,$4.99,3,2 OCT 2023,2023-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
7514,Paranormal Cleanup,Mayormente positivas,78,278,1,0,0,15 FEB 2023,$2.99,3,15 FEB 2023,2023-02-15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7515,Shantae: Half-Genie Hero Ultimate Edition,Muy positivas,91,714,1,0,0,8 MAY 2018,$14.99,2,8 MAY 2018,2018-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,BPM: BULLETS PER MINUTE,Muy positivas,92,9012,1,0,0,15 SEP 2020,$10.49,2,15 SEP 2020,2020-09-15,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
7517,Craft The World - Bosses & Monsters,Variadas,57,126,1,0,1,25 JUN 2019,$4.49,5,25 JUN 2019,2019-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7518,"",Muy positivas,92,234,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,Monster Camp Outfit Pack - Sci-Fi,Sin Dato,0,0,1,1,1,22 DIC 2020,$1.49,10,22 DEC 2020,2020-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7520,Saving Mrs. Hinako,Muy positivas,82,62,1,0,0,11 MAR 2024,$7.99,2,11 MAR 2024,2024-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7521,Evil Bank Manager,Mayormente positivas,76,1620,1,0,0,7 DIC 2018,$11.99,3,7 DEC 2018,2018-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7522,Esports Life Tycoon,Variadas,61,595,1,0,1,3 SEP 2020,$19.99,5,3 SEP 2020,2020-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,No Time,Extremadamente positivas,97,1465,1,0,0,15 ABR 2019,$10.99,1,15 APR 2019,2019-04-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
7524,SolForge Fusion,Variadas,62,32,1,0,0,16 ABR 2024,$10.49,5,16 APR 2024,2024-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,PANICORE Soundtrack,Sin Dato,0,0,0,0,0,3 JUN 2024,$1.49,10,3 JUN 2024,2024-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,Helicopter Gunship DEX,Muy positivas,87,120,1,0,0,1 DIC 2022,$17.99,2,1 DEC 2022,2022-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7527,Observation,Mayormente positivas,78,4021,1,0,0,21 MAY 2020,$12.49,3,21 MAY 2020,2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7528,Desktopia: A Desktop Village Simulator,Mayormente positivas,73,191,1,1,0,5 AGO 2022,$9.99,3,5 AUG 2022,2022-08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
7529,Ells Tales: Egg,Muy positivas,90,85,1,0,0,7 JUN 2024,$1.49,2,7 JUN 2024,2024-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7530,Research Story,Muy positivas,94,138,1,0,0,20 FEB 2023,$7.79,2,20 FEB 2023,2023-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7531,The Witch of Fern Island - Spooky Witch Pack,Sin Dato,0,0,1,0,0,27 JUN 2024,$2.99,10,27 JUN 2024,2024-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,Contra Anniversary Collection,Mayormente positivas,78,832,1,0,0,11 JUN 2019,$10.49,3,11 JUN 2019,2019-06-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,Trials Fusion™,Variadas,67,2054,1,0,0,24 ABR 2014,$15.99,5,24 APR 2014,2014-04-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7534,Sands of Salzaar - The Ember Saga,Mayormente positivas,70,41,1,0,0,7 JUN 2023,$4.99,3,7 JUN 2023,2023-06-07,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7535,Dust to the End,Muy positivas,80,962,1,0,0,11 AGO 2021,$11.99,2,11 AUG 2021,2021-08-11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
7536,Quest for Glory 1-5,Muy positivas,95,320,1,0,0,29 AGO 2016,$9.99,2,29 AUG 2016,2016-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7537,Armello - The Bandit Clan,Muy positivas,93,60,1,1,1,26 ABR 2017,$5.79,2,26 APR 2017,2017-04-26,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7538,Black & White,Mayormente positivas,76,518,1,0,0,16 MAR 2023,$7.99,3,16 MAR 2023,2023-03-16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
7539,Insurgency: Sandstorm - Ghillie Gear Set,Muy positivas,92,164,1,0,0,16 JUN 2020,$1.99,2,16 JUN 2020,2020-06-16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7540,"",Muy positivas,84,10466,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7541,"Personaje DLC de KOF XV ""KIM KAPHWAN""",Positivas,10,14,1,0,0,4 ABR 2023,$3.59,4,4 APR 2023,2023-04-04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542,STAR WARS™ Rebellion,Muy positivas,90,1075,1,0,0,1 MAR 2016,$3.59,2,1 MAR 2016,2016-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7543,My Time At Sandrock - Original Soundtrack,Positivas,10,12,0,0,0,25 MAY 2022,$2.99,4,25 MAY 2022,2022-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7544,ALTF42,Mayormente positivas,77,393,1,0,0,5 JUN 2024,$4.49,3,5 JUN 2024,2024-06-05,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7545,Plant Therapy,Muy positivas,98,218,1,0,1,21 SEP 2023,Gratuito,2,21 SEP 2023,2023-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546,HYPERCHARGE: Unboxed Breaker & Mightus Pack,Positivas,93,16,1,1,0,27 ABR 2021,$9.99,4,27 APR 2021,2021-04-27,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7547,"",Muy positivas,93,196,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7548,PAYDAY 2: Gage Assault Pack,Mayormente positivas,76,656,1,0,0,4 SEP 2014,$0.99,3,4 SEP 2014,2014-09-04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7549,Fossilfuel,Mayormente positivas,70,115,1,0,0,20 AGO 2021,$19.99,3,20 AUG 2021,2021-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7550,Gigantic: Rampage Edition,Mayormente positivas,70,3595,1,0,0,9 ABR 2024,$10.49,3,9 APR 2024,2024-04-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7551,Dragon's Lair,Mayormente positivas,78,576,1,1,0,17 MAY 2013,$5.79,3,17 MAY 2013,2013-05-17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7552,Tres Reinos: El último señor de la guerra,Mayormente positivas,71,3347,1,0,1,FEB 2021,$3.99,3,FEB 2021,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7553,Rogue AI Simulator,Muy positivas,84,307,1,0,0,11 ENE 2023,$11.99,2,11 JAN 2023,2023-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7554,The Utility Room,Muy positivas,85,149,1,0,0,6 FEB 2023,$7.29,2,6 FEB 2023,2023-02-06,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7555,KARDS - Anniversary Edition,Mayormente positivas,74,31,1,0,0,15 ABR 2021,$14.99,3,15 APR 2021,2021-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7556,Dynamic Dungeons Editor,Variadas,59,112,1,0,1,1 AGO 2022,$29.99,5,1 AUG 2022,2022-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7557,"",Mayormente positivas,76,17,1,0,1,"","",3,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,Broken Sword - La Leyenda de los Templarios: Montaje del Director,Muy positivas,93,2112,1,1,1,2 SEP 2010,$5.99,2,2 SEP 2010,2010-09-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7559,Furry Feet,Muy positivas,85,562,1,0,0,10 AGO 2021,$1.49,2,10 AUG 2021,2021-08-10,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
7560,Grub Truck,Positivas,92,14,1,0,0,24 JUN 2024,$7.79,4,24 JUN 2024,2024-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
7561,Tower of Ardia,Muy positivas,81,91,1,0,0,24 SEP 2022,$2.00,2,24 SEP 2022,2022-09-24,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
7562,"",Muy positivas,81,1293,1,0,0,"","",2,"",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7563,Rise of the Tomb Raider 20 Year Celebration Pack,Muy positivas,87,433,1,1,1,11 OCT 2016,$4.99,2,11 OCT 2016,2016-10-11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7564,KAMLA,Muy positivas,94,108,1,0,1,7 MAY 2024,$4.49,2,7 MAY 2024,2024-05-07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7565,DRAGON BALL XENOVERSE 2 - Pre-Order Bonus,Sin Dato,0,0,1,0,0,"",$3.99,10,"",,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7566,Mercenaries Blaze,Mayormente positivas,77,500,1,0,0,10 JUN 2021,$10.49,3,10 JUN 2021,2021-06-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
7567,THE KING OF FIGHTERS '97 GLOBAL MATCH Soundtrack,Sin Dato,0,0,0,0,0,27 SEP 2022,$11.58,10,27 SEP 2022,2022-09-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,Touhou Danmaku Kagura Phantasia Lost - Extra Song Pack 4,Mayormente positivas,72,18,1,0,0,7 FEB 2024,$7.79,3,7 FEB 2024,2024-02-07,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7569,富豪派对,Muy positivas,86,733,1,0,0,15 AGO 2023,$6.99,2,15 AUG 2023,2023-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
